payment_id,customer_id,subscription_id,date,amount,currency,status,plan
13869,3308,4687,2024-02-21,499,USD,Paid,Enterprise
13870,3308,4687,2024-03-21,499,USD,Paid,Enterprise
13871,3308,4687,2024-04-21,499,USD,Paid,Enterprise
13872,3308,4687,2024-05-21,499,USD,Paid,Enterprise
13873,3308,4687,2024-06-21,499,USD,Failed,Enterprise
13874,3308,4687,2024-07-21,499,USD,Paid,Enterprise
13875,3308,4687,2024-08-21,499,USD,Failed,Enterprise
13876,3308,4687,2024-09-21,499,USD,Paid,Enterprise
13877,3308,4687,2024-10-21,499,USD,Paid,Enterprise
13878,3308,4687,2024-11-21,499,USD,Paid,Enterprise
13879,3308,4687,2024-12-21,499,USD,Paid,Enterprise
13880,3310,4690,2023-10-21,79,USD,Paid,Pro
13881,3310,4690,2023-11-21,79,USD,Paid,Pro
13882,3310,4690,2023-12-21,79,USD,Paid,Pro
13883,3310,4690,2024-01-21,79,USD,Paid,Pro
13884,3310,4690,2024-02-21,79,USD,Paid,Pro
13885,3310,4690,2024-03-21,79,USD,Failed,Pro
13886,3310,4690,2024-04-21,79,USD,Paid,Pro
13887,3310,4690,2024-05-21,79,USD,Paid,Pro
13888,3310,4690,2024-06-21,79,USD,Paid,Pro
13889,3310,4690,2024-07-21,79,USD,Paid,Pro
13890,3310,4690,2024-08-21,79,USD,Paid,Pro
13891,3310,4690,2024-09-21,79,USD,Paid,Pro
13892,3310,4690,2024-10-21,79,USD,Paid,Pro
13893,3310,4690,2024-11-21,79,USD,Paid,Pro
13894,3310,4690,2024-12-21,79,USD,Paid,Pro
13895,3313,4694,2023-10-21,79,USD,Paid,Pro
13896,3313,4694,2023-11-21,79,USD,Paid,Pro
13897,3313,4694,2023-12-21,79,USD,Paid,Pro
13898,3313,4694,2024-01-21,79,USD,Paid,Pro
13899,3313,4695,2024-02-21,199,USD,Paid,Business
13900,3313,4695,2024-03-21,199,USD,Paid,Business
13901,3313,4695,2024-04-21,199,USD,Paid,Business
13902,3316,4699,2023-10-22,199,USD,Paid,Business
13903,3316,4699,2023-11-22,199,USD,Paid,Business
13904,3316,4699,2023-12-22,199,USD,Paid,Business
13905,3316,4699,2024-01-22,199,USD,Paid,Business
13906,3316,4700,2024-02-22,499,USD,Paid,Enterprise
13907,3316,4700,2024-03-22,499,USD,Paid,Enterprise
13908,3316,4700,2024-04-22,499,USD,Paid,Enterprise
13909,3316,4700,2024-05-22,499,USD,Paid,Enterprise
13910,3316,4700,2024-06-22,499,USD,Paid,Enterprise
13911,3316,4700,2024-07-22,499,USD,Paid,Enterprise
13912,3316,4700,2024-08-22,499,USD,Paid,Enterprise
13913,3316,4700,2024-09-22,499,USD,Paid,Enterprise
13914,3316,4700,2024-10-22,499,USD,Paid,Enterprise
13915,3316,4700,2024-11-22,499,USD,Paid,Enterprise
13916,3316,4700,2024-12-22,499,USD,Paid,Enterprise
13917,3320,4705,2023-10-22,199,USD,Paid,Business
13918,3320,4705,2023-11-22,199,USD,Paid,Business
13919,3320,4705,2023-12-22,199,USD,Paid,Business
13920,3320,4705,2024-01-22,199,USD,Paid,Business
13921,3320,4705,2024-02-22,199,USD,Paid,Business
13922,3320,4706,2024-03-22,499,USD,Paid,Enterprise
13923,3320,4706,2024-04-22,499,USD,Paid,Enterprise
13924,3320,4706,2024-05-22,499,USD,Paid,Enterprise
13925,3320,4706,2024-06-22,499,USD,Paid,Enterprise
13926,3320,4706,2024-07-22,499,USD,Paid,Enterprise
13927,3320,4706,2024-08-22,499,USD,Paid,Enterprise
13928,3320,4706,2024-09-22,499,USD,Paid,Enterprise
13929,3320,4706,2024-10-22,499,USD,Paid,Enterprise
13930,3320,4706,2024-11-22,499,USD,Paid,Enterprise
13931,3320,4706,2024-12-22,499,USD,Failed,Enterprise
13932,3321,4708,2023-10-22,29,USD,Paid,Starter
13933,3321,4708,2023-11-22,29,USD,Paid,Starter
13934,3321,4708,2023-12-22,29,USD,Paid,Starter
13935,3321,4708,2024-01-22,29,USD,Paid,Starter
13936,3321,4708,2024-02-22,29,USD,Paid,Starter
13937,3321,4708,2024-03-22,29,USD,Paid,Starter
13938,3321,4708,2024-04-22,29,USD,Paid,Starter
13939,3321,4708,2024-05-22,29,USD,Paid,Starter
13940,3321,4708,2024-06-22,29,USD,Paid,Starter
13941,3321,4708,2024-07-22,29,USD,Paid,Starter
13942,3321,4708,2024-08-22,29,USD,Paid,Starter
13943,3321,4708,2024-09-22,29,USD,Paid,Starter
13944,3321,4708,2024-10-22,29,USD,Paid,Starter
13945,3321,4708,2024-11-22,29,USD,Paid,Starter
13946,3321,4708,2024-12-22,29,USD,Paid,Starter
13947,3323,4711,2023-10-22,199,USD,Paid,Business
13948,3323,4711,2023-11-22,199,USD,Paid,Business
13949,3323,4711,2023-12-22,199,USD,Paid,Business
13950,3323,4711,2024-01-22,199,USD,Paid,Business
13951,3323,4711,2024-02-22,199,USD,Paid,Business
13952,3323,4711,2024-03-22,199,USD,Paid,Business
13953,3323,4711,2024-04-22,199,USD,Paid,Business
13954,3323,4711,2024-05-22,199,USD,Paid,Business
13955,3323,4711,2024-06-22,199,USD,Paid,Business
13956,3323,4711,2024-07-22,199,USD,Paid,Business
13957,3323,4711,2024-08-22,199,USD,Paid,Business
13958,3323,4711,2024-09-22,199,USD,Paid,Business
13959,3323,4711,2024-10-22,199,USD,Paid,Business
13960,3323,4711,2024-11-22,199,USD,Paid,Business
13961,3323,4712,2024-12-22,499,USD,Paid,Enterprise
13962,3325,4715,2023-10-22,499,USD,Paid,Enterprise
13963,3325,4715,2023-11-22,499,USD,Paid,Enterprise
13964,3325,4715,2023-12-22,499,USD,Paid,Enterprise
13965,3325,4715,2024-01-22,499,USD,Paid,Enterprise
13966,3325,4715,2024-02-22,499,USD,Paid,Enterprise
13967,3325,4715,2024-03-22,499,USD,Paid,Enterprise
13968,3325,4715,2024-04-22,499,USD,Paid,Enterprise
13969,3325,4715,2024-05-22,499,USD,Paid,Enterprise
13970,3325,4715,2024-06-22,499,USD,Paid,Enterprise
13971,3325,4715,2024-07-22,499,USD,Paid,Enterprise
13972,3325,4715,2024-08-22,499,USD,Paid,Enterprise
13973,3325,4715,2024-09-22,499,USD,Paid,Enterprise
13974,3325,4715,2024-10-22,499,USD,Paid,Enterprise
13975,3325,4715,2024-11-22,499,USD,Paid,Enterprise
13976,3325,4715,2024-12-22,499,USD,Paid,Enterprise
13977,3326,4717,2023-10-23,29,USD,Paid,Starter
13978,3326,4717,2023-11-23,29,USD,Paid,Starter
13979,3336,4728,2023-10-24,29,USD,Paid,Starter
13980,3336,4728,2023-11-24,29,USD,Paid,Starter
13981,3336,4728,2023-12-24,29,USD,Paid,Starter
13982,3336,4728,2024-01-24,29,USD,Paid,Starter
13983,3340,4733,2023-10-24,79,USD,Paid,Pro
13984,3340,4733,2023-11-24,79,USD,Paid,Pro
13985,3340,4733,2023-12-24,79,USD,Paid,Pro
13986,3340,4733,2024-01-24,79,USD,Paid,Pro
13987,3340,4733,2024-02-24,79,USD,Paid,Pro
13988,3340,4733,2024-03-24,79,USD,Paid,Pro
13989,3340,4733,2024-04-24,79,USD,Paid,Pro
13990,3340,4733,2024-05-24,79,USD,Paid,Pro
13991,3340,4733,2024-06-24,79,USD,Paid,Pro
13992,3340,4733,2024-07-24,79,USD,Paid,Pro
13993,3340,4733,2024-08-24,79,USD,Paid,Pro
13994,3340,4733,2024-09-24,79,USD,Paid,Pro
13995,3340,4733,2024-10-24,79,USD,Paid,Pro
13996,3340,4733,2024-11-24,79,USD,Paid,Pro
13997,3340,4733,2024-12-24,79,USD,Paid,Pro
13998,3342,4736,2023-10-24,199,USD,Paid,Business
13999,3342,4736,2023-11-24,199,USD,Paid,Business
14000,3342,4736,2023-12-24,199,USD,Paid,Business
14001,3342,4736,2024-01-24,199,USD,Paid,Business
14002,3342,4736,2024-02-24,199,USD,Paid,Business
14003,3342,4736,2024-03-24,199,USD,Paid,Business
14004,3342,4736,2024-04-24,199,USD,Paid,Business
14005,3342,4736,2024-05-24,199,USD,Paid,Business
14006,3342,4736,2024-06-24,199,USD,Paid,Business
14007,3342,4736,2024-07-24,199,USD,Failed,Business
14008,3342,4736,2024-08-24,199,USD,Paid,Business
14009,3342,4737,2024-09-24,79,USD,Paid,Pro
14010,3342,4737,2024-10-24,79,USD,Paid,Pro
14011,3342,4737,2024-11-24,79,USD,Paid,Pro
14012,3342,4737,2024-12-24,79,USD,Paid,Pro
14013,3344,4740,2023-10-24,29,USD,Paid,Starter
14014,3344,4740,2023-11-24,29,USD,Paid,Starter
14015,3344,4740,2023-12-24,29,USD,Paid,Starter
14016,3344,4740,2024-01-24,29,USD,Paid,Starter
14017,3345,4742,2023-10-24,29,USD,Paid,Starter
14018,3347,4745,2023-10-25,79,USD,Paid,Pro
14019,3347,4745,2023-11-25,79,USD,Paid,Pro
14020,3347,4745,2023-12-25,79,USD,Paid,Pro
14021,3347,4745,2024-01-25,79,USD,Paid,Pro
14022,3347,4745,2024-02-25,79,USD,Paid,Pro
14023,3347,4745,2024-03-25,79,USD,Failed,Pro
14024,3347,4745,2024-04-25,79,USD,Paid,Pro
14025,3347,4745,2024-05-25,79,USD,Paid,Pro
14026,3347,4745,2024-06-25,79,USD,Paid,Pro
14027,3352,4751,2023-10-25,29,USD,Paid,Starter
14028,3352,4751,2023-11-25,29,USD,Paid,Starter
14029,3352,4751,2023-12-25,29,USD,Paid,Starter
14030,3352,4751,2024-01-25,29,USD,Paid,Starter
14031,3352,4751,2024-02-25,29,USD,Paid,Starter
14032,3352,4751,2024-03-25,29,USD,Paid,Starter
14033,3352,4751,2024-04-25,29,USD,Paid,Starter
14034,3352,4751,2024-05-25,29,USD,Paid,Starter
14035,3352,4751,2024-06-25,29,USD,Paid,Starter
14036,3352,4751,2024-07-25,29,USD,Paid,Starter
14037,3352,4751,2024-08-25,29,USD,Paid,Starter
14038,3352,4751,2024-09-25,29,USD,Paid,Starter
14039,3352,4751,2024-10-25,29,USD,Paid,Starter
14040,3352,4751,2024-11-25,29,USD,Paid,Starter
14041,3352,4751,2024-12-25,29,USD,Paid,Starter
14042,3354,4754,2023-10-26,499,USD,Paid,Enterprise
14043,3354,4754,2023-11-26,499,USD,Paid,Enterprise
14044,3354,4754,2023-12-26,499,USD,Paid,Enterprise
14045,3354,4754,2024-01-26,499,USD,Paid,Enterprise
14046,3354,4754,2024-02-26,499,USD,Paid,Enterprise
14047,3354,4754,2024-03-26,499,USD,Paid,Enterprise
14048,3360,4761,2023-10-27,79,USD,Paid,Pro
14049,3360,4761,2023-11-27,79,USD,Paid,Pro
14050,3360,4761,2023-12-27,79,USD,Paid,Pro
14051,3360,4761,2024-01-27,79,USD,Paid,Pro
14052,3360,4761,2024-02-27,79,USD,Paid,Pro
14053,3360,4761,2024-03-27,79,USD,Paid,Pro
14054,3360,4761,2024-04-27,79,USD,Paid,Pro
14055,3360,4761,2024-05-27,79,USD,Paid,Pro
14056,3360,4761,2024-06-27,79,USD,Paid,Pro
14057,3360,4761,2024-07-27,79,USD,Paid,Pro
14058,3360,4761,2024-08-27,79,USD,Paid,Pro
14059,3360,4761,2024-09-27,79,USD,Paid,Pro
14060,3360,4761,2024-10-27,79,USD,Paid,Pro
14061,3360,4761,2024-11-27,79,USD,Paid,Pro
14062,3360,4761,2024-12-27,79,USD,Paid,Pro
14063,3365,4767,2023-10-27,29,USD,Paid,Starter
14064,3365,4767,2023-11-27,29,USD,Paid,Starter
14065,3365,4767,2023-12-27,29,USD,Paid,Starter
14066,3365,4767,2024-01-27,29,USD,Paid,Starter
14067,3365,4767,2024-02-27,29,USD,Paid,Starter
14068,3365,4767,2024-03-27,29,USD,Paid,Starter
14069,3365,4767,2024-04-27,29,USD,Paid,Starter
14070,3365,4767,2024-05-27,29,USD,Paid,Starter
14071,3366,4769,2023-10-27,79,USD,Paid,Pro
14072,3366,4769,2023-11-27,79,USD,Paid,Pro
14073,3366,4769,2023-12-27,79,USD,Paid,Pro
14074,3366,4769,2024-01-27,79,USD,Paid,Pro
14075,3366,4770,2024-02-27,199,USD,Failed,Business
14076,3366,4770,2024-03-27,199,USD,Paid,Business
14077,3366,4770,2024-04-27,199,USD,Paid,Business
14078,3366,4770,2024-05-27,199,USD,Paid,Business
14079,3366,4770,2024-06-27,199,USD,Paid,Business
14080,3366,4771,2024-07-27,499,USD,Paid,Enterprise
14081,3366,4771,2024-08-27,499,USD,Paid,Enterprise
14082,3366,4771,2024-09-27,499,USD,Failed,Enterprise
14083,3366,4771,2024-10-27,499,USD,Paid,Enterprise
14084,3366,4771,2024-11-27,499,USD,Paid,Enterprise
14085,3366,4771,2024-12-27,499,USD,Paid,Enterprise
14086,3371,4777,2023-10-28,199,USD,Paid,Business
14087,3371,4777,2023-11-28,199,USD,Paid,Business
14088,3371,4777,2023-12-28,199,USD,Paid,Business
14089,3371,4777,2024-01-28,199,USD,Paid,Business
14090,3371,4777,2024-02-28,199,USD,Paid,Business
14091,3371,4777,2024-03-28,199,USD,Paid,Business
14092,3371,4777,2024-04-28,199,USD,Paid,Business
14093,3371,4777,2024-05-28,199,USD,Paid,Business
14094,3371,4777,2024-06-28,199,USD,Paid,Business
14095,3371,4777,2024-07-28,199,USD,Paid,Business
14096,3371,4777,2024-08-28,199,USD,Paid,Business
14097,3371,4777,2024-09-28,199,USD,Paid,Business
14098,3371,4777,2024-10-28,199,USD,Paid,Business
14099,3371,4777,2024-11-28,199,USD,Paid,Business
14100,3371,4777,2024-12-28,199,USD,Paid,Business
14101,3376,4783,2023-10-28,29,USD,Paid,Starter
14102,3376,4783,2023-11-28,29,USD,Paid,Starter
14103,3376,4783,2023-12-28,29,USD,Paid,Starter
14104,3376,4783,2024-01-28,29,USD,Paid,Starter
14105,3376,4783,2024-02-28,29,USD,Paid,Starter
14106,3376,4783,2024-03-28,29,USD,Paid,Starter
14107,3376,4783,2024-04-28,29,USD,Paid,Starter
14108,3380,4788,2023-10-29,79,USD,Paid,Pro
14109,3380,4788,2023-11-29,79,USD,Paid,Pro
14110,3380,4788,2023-12-29,79,USD,Paid,Pro
14111,3380,4788,2024-01-29,79,USD,Paid,Pro
14112,3380,4788,2024-02-29,79,USD,Failed,Pro
14113,3380,4788,2024-03-29,79,USD,Paid,Pro
14114,3380,4788,2024-04-29,79,USD,Paid,Pro
14115,3380,4788,2024-05-29,79,USD,Paid,Pro
14116,3380,4788,2024-06-29,79,USD,Paid,Pro
14117,3380,4788,2024-07-29,79,USD,Paid,Pro
14118,3380,4788,2024-08-29,79,USD,Paid,Pro
14119,3380,4788,2024-09-29,79,USD,Paid,Pro
14120,3380,4788,2024-10-29,79,USD,Paid,Pro
14121,3380,4788,2024-11-29,79,USD,Paid,Pro
14122,3380,4788,2024-12-29,79,USD,Paid,Pro
14123,3381,4790,2023-10-29,499,USD,Paid,Enterprise
14124,3381,4790,2023-11-29,499,USD,Paid,Enterprise
14125,3381,4790,2023-12-29,499,USD,Paid,Enterprise
14126,3381,4790,2024-01-29,499,USD,Paid,Enterprise
14127,3381,4790,2024-02-29,499,USD,Paid,Enterprise
14128,3381,4790,2024-03-29,499,USD,Paid,Enterprise
14129,3381,4790,2024-04-29,499,USD,Paid,Enterprise
14130,3381,4790,2024-05-29,499,USD,Paid,Enterprise
14131,3381,4790,2024-06-29,499,USD,Paid,Enterprise
14132,3381,4790,2024-07-29,499,USD,Paid,Enterprise
14133,3381,4790,2024-08-29,499,USD,Paid,Enterprise
14134,3381,4790,2024-09-29,499,USD,Paid,Enterprise
14135,3381,4790,2024-10-29,499,USD,Paid,Enterprise
14136,3381,4790,2024-11-29,499,USD,Paid,Enterprise
14137,3381,4790,2024-12-29,499,USD,Paid,Enterprise
14138,3384,4794,2023-10-29,79,USD,Paid,Pro
14139,3384,4794,2023-11-29,79,USD,Paid,Pro
14140,3384,4794,2023-12-29,79,USD,Paid,Pro
14141,3384,4794,2024-01-29,79,USD,Paid,Pro
14142,3384,4795,2024-02-29,199,USD,Paid,Business
14143,3384,4795,2024-03-29,199,USD,Failed,Business
14144,3384,4795,2024-04-29,199,USD,Paid,Business
14145,3384,4795,2024-05-29,199,USD,Paid,Business
14146,3384,4795,2024-06-29,199,USD,Paid,Business
14147,3384,4795,2024-07-29,199,USD,Paid,Business
14148,3384,4795,2024-08-29,199,USD,Paid,Business
14149,3384,4795,2024-09-29,199,USD,Paid,Business
14150,3384,4795,2024-10-29,199,USD,Paid,Business
14151,3384,4795,2024-11-29,199,USD,Failed,Business
14152,3384,4795,2024-12-29,199,USD,Paid,Business
14153,3388,4800,2023-10-29,29,USD,Paid,Starter
14154,3388,4800,2023-11-29,29,USD,Paid,Starter
14155,3389,4802,2023-10-29,79,USD,Paid,Pro
14156,3389,4802,2023-11-29,79,USD,Paid,Pro
14157,3389,4802,2023-12-29,79,USD,Paid,Pro
14158,3389,4802,2024-01-29,79,USD,Paid,Pro
14159,3390,4804,2023-10-29,199,USD,Paid,Business
14160,3390,4804,2023-11-29,199,USD,Paid,Business
14161,3390,4804,2023-12-29,199,USD,Paid,Business
14162,3390,4804,2024-01-29,199,USD,Paid,Business
14163,3390,4804,2024-02-29,199,USD,Paid,Business
14164,3390,4804,2024-03-29,199,USD,Paid,Business
14165,3390,4804,2024-04-29,199,USD,Paid,Business
14166,3390,4804,2024-05-29,199,USD,Paid,Business
14167,3390,4804,2024-06-29,199,USD,Paid,Business
14168,3390,4804,2024-07-29,199,USD,Paid,Business
14169,3390,4804,2024-08-29,199,USD,Paid,Business
14170,3390,4804,2024-09-29,199,USD,Paid,Business
14171,3390,4804,2024-10-29,199,USD,Paid,Business
14172,3390,4804,2024-11-29,199,USD,Paid,Business
14173,3390,4804,2024-12-29,199,USD,Paid,Business
14174,3394,4809,2023-10-30,79,USD,Paid,Pro
14175,3394,4809,2023-11-30,79,USD,Paid,Pro
14176,3394,4809,2023-12-30,79,USD,Paid,Pro
14177,3394,4809,2024-01-30,79,USD,Paid,Pro
14178,3394,4809,2024-02-29,79,USD,Paid,Pro
14179,3394,4809,2024-03-29,79,USD,Paid,Pro
14180,3394,4809,2024-04-29,79,USD,Paid,Pro
14181,3394,4809,2024-05-29,79,USD,Paid,Pro
14182,3394,4809,2024-06-29,79,USD,Paid,Pro
14183,3394,4809,2024-07-29,79,USD,Paid,Pro
14184,3394,4809,2024-08-29,79,USD,Paid,Pro
14185,3394,4809,2024-09-29,79,USD,Paid,Pro
14186,3394,4809,2024-10-29,79,USD,Paid,Pro
14187,3394,4809,2024-11-29,79,USD,Paid,Pro
14188,3394,4809,2024-12-29,79,USD,Paid,Pro
14189,3395,4811,2023-10-30,29,USD,Paid,Starter
14190,3397,4814,2023-10-30,79,USD,Paid,Pro
14191,3397,4814,2023-11-30,79,USD,Paid,Pro
14192,3397,4814,2023-12-30,79,USD,Paid,Pro
14193,3397,4814,2024-01-30,79,USD,Paid,Pro
14194,3397,4814,2024-02-29,79,USD,Paid,Pro
14195,3397,4814,2024-03-29,79,USD,Paid,Pro
14196,3400,4818,2023-10-30,199,USD,Paid,Business
14197,3400,4818,2023-11-30,199,USD,Paid,Business
14198,3400,4819,2023-12-30,79,USD,Paid,Pro
14199,3400,4819,2024-01-30,79,USD,Paid,Pro
14200,3400,4819,2024-02-29,79,USD,Paid,Pro
14201,3400,4819,2024-03-29,79,USD,Paid,Pro
14202,3400,4819,2024-04-29,79,USD,Paid,Pro
14203,3400,4819,2024-05-29,79,USD,Paid,Pro
14204,3400,4819,2024-06-29,79,USD,Paid,Pro
14205,3400,4819,2024-07-29,79,USD,Paid,Pro
14206,3400,4819,2024-08-29,79,USD,Paid,Pro
14207,3400,4819,2024-09-29,79,USD,Paid,Pro
14208,3400,4819,2024-10-29,79,USD,Paid,Pro
14209,3400,4819,2024-11-29,79,USD,Paid,Pro
14210,3400,4819,2024-12-29,79,USD,Paid,Pro
14211,3402,4822,2023-10-30,79,USD,Failed,Pro
14212,3402,4822,2023-11-30,79,USD,Paid,Pro
14213,3402,4822,2023-12-30,79,USD,Paid,Pro
14214,3402,4822,2024-01-30,79,USD,Paid,Pro
14215,3402,4822,2024-02-29,79,USD,Paid,Pro
14216,3402,4822,2024-03-29,79,USD,Paid,Pro
14217,3402,4822,2024-04-29,79,USD,Paid,Pro
14218,3402,4822,2024-05-29,79,USD,Paid,Pro
14219,3402,4822,2024-06-29,79,USD,Paid,Pro
14220,3402,4823,2024-07-29,29,USD,Paid,Starter
14221,3402,4823,2024-08-29,29,USD,Paid,Starter
14222,3402,4823,2024-09-29,29,USD,Failed,Starter
14223,3402,4823,2024-10-29,29,USD,Paid,Starter
14224,3404,4826,2023-10-31,79,USD,Paid,Pro
14225,3404,4826,2023-11-30,79,USD,Paid,Pro
14226,3404,4826,2023-12-30,79,USD,Paid,Pro
14227,3404,4827,2024-01-30,29,USD,Paid,Starter
14228,3404,4827,2024-02-29,29,USD,Paid,Starter
14229,3405,4829,2023-10-31,499,USD,Paid,Enterprise
14230,3405,4829,2023-11-30,499,USD,Paid,Enterprise
14231,3405,4829,2023-12-30,499,USD,Paid,Enterprise
14232,3405,4829,2024-01-30,499,USD,Paid,Enterprise
14233,3405,4829,2024-02-29,499,USD,Paid,Enterprise
14234,3405,4829,2024-03-29,499,USD,Paid,Enterprise
14235,3405,4829,2024-04-29,499,USD,Paid,Enterprise
14236,3405,4829,2024-05-29,499,USD,Paid,Enterprise
14237,3405,4830,2024-06-29,199,USD,Paid,Business
14238,3405,4830,2024-07-29,199,USD,Paid,Business
14239,3405,4830,2024-08-29,199,USD,Paid,Business
14240,3405,4830,2024-09-29,199,USD,Paid,Business
14241,3405,4830,2024-10-29,199,USD,Paid,Business
14242,3405,4830,2024-11-29,199,USD,Paid,Business
14243,3405,4830,2024-12-29,199,USD,Paid,Business
14244,3408,4834,2023-10-31,499,USD,Paid,Enterprise
14245,3408,4835,2023-11-30,199,USD,Paid,Business
14246,3408,4835,2023-12-30,199,USD,Paid,Business
14247,3408,4835,2024-01-30,199,USD,Paid,Business
14248,3408,4835,2024-02-29,199,USD,Paid,Business
14249,3408,4836,2024-03-29,499,USD,Paid,Enterprise
14250,3408,4836,2024-04-29,499,USD,Paid,Enterprise
14251,3408,4836,2024-05-29,499,USD,Paid,Enterprise
14252,3408,4836,2024-06-29,499,USD,Paid,Enterprise
14253,3408,4836,2024-07-29,499,USD,Paid,Enterprise
14254,3408,4836,2024-08-29,499,USD,Paid,Enterprise
14255,3408,4836,2024-09-29,499,USD,Paid,Enterprise
14256,3408,4836,2024-10-29,499,USD,Paid,Enterprise
14257,3408,4836,2024-11-29,499,USD,Paid,Enterprise
14258,3408,4836,2024-12-29,499,USD,Paid,Enterprise
14259,3412,4841,2023-10-31,29,USD,Paid,Starter
14260,3412,4841,2023-11-30,29,USD,Paid,Starter
14261,3412,4841,2023-12-30,29,USD,Paid,Starter
14262,3412,4841,2024-01-30,29,USD,Paid,Starter
14263,3413,4843,2023-11-01,79,USD,Paid,Pro
14264,3413,4843,2023-12-01,79,USD,Paid,Pro
14265,3413,4843,2024-01-01,79,USD,Paid,Pro
14266,3413,4843,2024-02-01,79,USD,Paid,Pro
14267,3413,4843,2024-03-01,79,USD,Paid,Pro
14268,3413,4843,2024-04-01,79,USD,Paid,Pro
14269,3415,4846,2023-11-01,79,USD,Paid,Pro
14270,3415,4846,2023-12-01,79,USD,Paid,Pro
14271,3415,4846,2024-01-01,79,USD,Paid,Pro
14272,3415,4846,2024-02-01,79,USD,Paid,Pro
14273,3415,4846,2024-03-01,79,USD,Paid,Pro
14274,3415,4846,2024-04-01,79,USD,Paid,Pro
14275,3415,4846,2024-05-01,79,USD,Paid,Pro
14276,3415,4846,2024-06-01,79,USD,Paid,Pro
14277,3415,4846,2024-07-01,79,USD,Paid,Pro
14278,3415,4846,2024-08-01,79,USD,Paid,Pro
14279,3415,4846,2024-09-01,79,USD,Paid,Pro
14280,3415,4846,2024-10-01,79,USD,Paid,Pro
14281,3415,4846,2024-11-01,79,USD,Paid,Pro
14282,3416,4848,2023-11-01,79,USD,Paid,Pro
14283,3416,4848,2023-12-01,79,USD,Paid,Pro
14284,3416,4848,2024-01-01,79,USD,Paid,Pro
14285,3418,4851,2023-11-01,29,USD,Paid,Starter
14286,3418,4851,2023-12-01,29,USD,Paid,Starter
14287,3418,4851,2024-01-01,29,USD,Paid,Starter
14288,3425,4859,2023-11-01,79,USD,Paid,Pro
14289,3425,4859,2023-12-01,79,USD,Paid,Pro
14290,3425,4859,2024-01-01,79,USD,Paid,Pro
14291,3425,4859,2024-02-01,79,USD,Paid,Pro
14292,3425,4860,2024-03-01,199,USD,Paid,Business
14293,3425,4860,2024-04-01,199,USD,Paid,Business
14294,3425,4860,2024-05-01,199,USD,Paid,Business
14295,3425,4860,2024-06-01,199,USD,Paid,Business
14296,3425,4861,2024-07-01,499,USD,Paid,Enterprise
14297,3425,4861,2024-08-01,499,USD,Paid,Enterprise
14298,3425,4861,2024-09-01,499,USD,Paid,Enterprise
14299,3425,4861,2024-10-01,499,USD,Paid,Enterprise
14300,3425,4861,2024-11-01,499,USD,Paid,Enterprise
14301,3425,4861,2024-12-01,499,USD,Paid,Enterprise
14302,3426,4863,2023-11-01,29,USD,Paid,Starter
14303,3426,4863,2023-12-01,29,USD,Paid,Starter
14304,3426,4863,2024-01-01,29,USD,Paid,Starter
14305,3426,4863,2024-02-01,29,USD,Paid,Starter
14306,3426,4863,2024-03-01,29,USD,Paid,Starter
14307,3426,4863,2024-04-01,29,USD,Paid,Starter
14308,3426,4863,2024-05-01,29,USD,Paid,Starter
14309,3426,4863,2024-06-01,29,USD,Paid,Starter
14310,3426,4863,2024-07-01,29,USD,Paid,Starter
14311,3426,4863,2024-08-01,29,USD,Paid,Starter
14312,3426,4863,2024-09-01,29,USD,Paid,Starter
14313,3426,4863,2024-10-01,29,USD,Paid,Starter
14314,3426,4863,2024-11-01,29,USD,Paid,Starter
14315,3426,4863,2024-12-01,29,USD,Paid,Starter
14316,3427,4865,2023-11-02,79,USD,Paid,Pro
14317,3427,4866,2023-12-02,29,USD,Paid,Starter
14318,3428,4868,2023-11-02,499,USD,Paid,Enterprise
14319,3428,4868,2023-12-02,499,USD,Paid,Enterprise
14320,3428,4868,2024-01-02,499,USD,Paid,Enterprise
14321,3428,4868,2024-02-02,499,USD,Paid,Enterprise
14322,3428,4868,2024-03-02,499,USD,Paid,Enterprise
14323,3428,4868,2024-04-02,499,USD,Paid,Enterprise
14324,3428,4868,2024-05-02,499,USD,Paid,Enterprise
14325,3428,4868,2024-06-02,499,USD,Paid,Enterprise
14326,3428,4868,2024-07-02,499,USD,Paid,Enterprise
14327,3428,4868,2024-08-02,499,USD,Paid,Enterprise
14328,3428,4868,2024-09-02,499,USD,Paid,Enterprise
14329,3428,4868,2024-10-02,499,USD,Paid,Enterprise
14330,3428,4868,2024-11-02,499,USD,Paid,Enterprise
14331,3428,4868,2024-12-02,499,USD,Paid,Enterprise
14332,3429,4870,2023-11-02,29,USD,Paid,Starter
14333,3429,4870,2023-12-02,29,USD,Paid,Starter
14334,3429,4870,2024-01-02,29,USD,Paid,Starter
14335,3429,4870,2024-02-02,29,USD,Paid,Starter
14336,3429,4870,2024-03-02,29,USD,Paid,Starter
14337,3429,4870,2024-04-02,29,USD,Paid,Starter
14338,3429,4870,2024-05-02,29,USD,Paid,Starter
14339,3429,4870,2024-06-02,29,USD,Paid,Starter
14340,3429,4870,2024-07-02,29,USD,Paid,Starter
14341,3429,4870,2024-08-02,29,USD,Paid,Starter
14342,3429,4870,2024-09-02,29,USD,Paid,Starter
14343,3429,4870,2024-10-02,29,USD,Paid,Starter
14344,3432,4874,2023-11-02,79,USD,Paid,Pro
14345,3432,4874,2023-12-02,79,USD,Paid,Pro
