ticket_id,customer_id,plan,created_date,closed_date,category,priority,resolution_hrs,csat_score,pre_churn_flag
6765,4793,Enterprise,2024-11-02,2024-11-03,Technical,Medium,25,3,1
6766,4793,Enterprise,2024-10-24,2024-10-25,Onboarding,Medium,34,4,1
6767,4793,Enterprise,2024-11-01,2024-11-02,Billing,Medium,30,3,1
6768,4793,Enterprise,2024-10-31,2024-11-01,Performance,Medium,39,4,1
6769,4793,Enterprise,2024-12-16,2024-12-19,Feature Request,Low,72,2,1
6770,4793,Enterprise,2024-11-30,2024-11-30,Integration,High,21,3,1
6771,4793,Enterprise,2024-12-21,2024-12-22,Performance,Medium,45,3,1
6772,4793,Enterprise,2024-12-20,2024-12-20,Integration,Medium,15,2,1
6773,4793,Enterprise,2024-12-11,2024-12-15,Feature Request,Low,107,5,1
6774,4793,Enterprise,2024-12-10,2024-12-10,Feature Request,High,14,2,1
6775,4794,Business,2024-11-13,2024-11-17,Feature Request,Low,110,4,1
6776,4794,Business,2024-11-06,2024-11-08,Integration,Low,67,4,1
6777,4794,Business,2024-12-01,2024-12-03,Performance,Low,68,4,1
6778,4794,Business,2024-12-03,2024-12-04,Performance,Medium,26,3,1
6779,4794,Business,2024-12-11,2024-12-11,Onboarding,Medium,11,2,1
6780,4794,Business,2024-11-28,2024-12-02,Billing,Low,112,2,1
6781,4794,Business,2024-12-05,2024-12-05,Technical,High,5,4,1
6782,4798,Enterprise,2024-11-04,2024-11-05,Technical,Low,35,3,0
6783,4798,Enterprise,2024-11-24,2024-11-25,Onboarding,Low,29,5,0
6784,4798,Business,2024-12-26,2024-12-27,Technical,Medium,46,3,0
6785,4798,Business,2024-12-28,2024-12-28,Integration,Medium,21,3,0
6786,4802,Business,2025-01-05,2025-01-09,Technical,Low,96,3,0
6787,4802,Business,2025-01-17,2025-01-20,Performance,Low,79,4,0
6788,4802,Business,2025-01-09,2025-01-09,Technical,Medium,9,1,0
6789,4805,Pro,2024-05-27,2024-05-27,Integration,Critical,5,2,0
6790,4805,Business,2025-01-02,2025-01-03,Account,Medium,31,5,0
6791,4805,Business,2025-01-11,2025-01-12,Feature Request,Medium,30,5,0
6792,4809,Enterprise,2025-01-06,2025-01-07,Feature Request,Medium,26,4,0
6793,4809,Enterprise,2025-01-12,2025-01-15,Onboarding,Low,86,2,0
6794,4809,Enterprise,2025-01-02,2025-01-06,Integration,Low,119,4,0
6795,4809,Enterprise,2024-12-31,2025-01-01,Billing,Medium,46,4,0
6796,4809,Enterprise,2025-01-14,2025-01-14,Onboarding,Critical,2,3,0
6797,4809,Enterprise,2025-01-09,2025-01-10,Feature Request,Medium,40,5,0
6798,4813,Pro,2024-11-04,2024-11-04,Onboarding,High,20,3,1
6799,4813,Pro,2024-11-19,2024-11-19,Integration,High,10,1,1
6800,4813,Pro,2024-10-31,2024-11-01,Performance,Medium,28,2,1
6801,4813,Pro,2024-11-05,2024-11-07,Performance,Low,56,2,1
6802,4813,Pro,2024-10-27,2024-10-29,Performance,Low,53,3,1
6803,4813,Pro,2024-12-09,2024-12-09,Technical,High,22,2,1
6804,4813,Pro,2024-12-11,2024-12-11,Performance,Medium,15,2,1
6805,4813,Pro,2024-11-27,2024-11-28,Onboarding,Medium,24,2,1
6806,4813,Pro,2024-12-11,2024-12-13,Feature Request,Low,61,2,1
6807,4817,Enterprise,2025-01-20,2025-01-24,Account,Low,101,4,0
6808,4817,Enterprise,2024-12-26,2024-12-27,Onboarding,Medium,35,4,0
6809,4817,Enterprise,2025-01-11,2025-01-15,Onboarding,Low,117,5,0
6810,4817,Enterprise,2025-01-14,2025-01-14,Integration,Medium,11,3,0
6811,4820,Enterprise,2025-01-20,2025-01-23,Billing,Low,72,5,0
6812,4820,Enterprise,2025-01-19,2025-01-20,Feature Request,Low,25,5,0
6813,4820,Enterprise,2025-01-01,2025-01-03,Account,Low,69,2,0
6814,4820,Enterprise,2025-01-05,2025-01-06,Performance,Medium,45,5,0
6815,4820,Enterprise,2024-12-30,2024-12-30,Integration,Critical,2,3,0
6816,4820,Enterprise,2025-01-10,2025-01-11,Billing,Medium,39,4,0
6817,4822,Business,2024-03-08,2024-03-09,Performance,Medium,29,4,1
6818,4822,Business,2024-03-23,2024-03-23,Billing,Medium,11,3,1
6819,4822,Business,2024-03-05,2024-03-06,Technical,Medium,40,4,1
6820,4822,Business,2024-03-19,2024-03-23,Integration,Low,106,1,1
6821,4822,Business,2024-03-22,2024-03-25,Feature Request,Low,89,1,1
6822,4822,Business,2024-03-11,2024-03-15,Performance,Low,103,2,1
6823,4828,Pro,2024-08-19,2024-08-19,Account,High,3,4,0
6824,4828,Pro,2024-07-27,2024-07-28,Billing,Medium,32,4,0
6825,4828,Pro,2024-08-24,2024-08-24,Feature Request,High,11,5,0
6826,4828,Pro,2024-09-01,2024-09-01,Feature Request,High,13,3,0
6827,4828,Business,2025-01-24,2025-01-25,Integration,Low,41,5,0
6828,4829,Starter,2024-04-17,2024-04-17,Feature Request,High,9,3,1
6829,4833,Enterprise,2024-04-19,2024-04-20,Integration,Medium,39,3,0
6830,4833,Enterprise,2024-04-01,2024-04-01,Feature Request,High,7,2,0
6831,4833,Enterprise,2024-04-15,2024-04-15,Integration,Critical,1,5,0
6832,4833,Enterprise,2024-04-02,2024-04-02,Onboarding,High,10,1,0
6833,4833,Enterprise,2024-05-17,2024-05-21,Billing,Low,117,5,0
6834,4833,Enterprise,2024-04-29,2024-05-01,Technical,Low,57,5,0
6835,4833,Enterprise,2024-05-08,2024-05-09,Performance,Medium,32,5,0
6836,4833,Enterprise,2024-05-14,2024-05-16,Onboarding,Low,53,3,0
6837,4833,Enterprise,2024-04-30,2024-05-03,Performance,Low,74,4,0
6838,4833,Business,2024-12-14,2024-12-14,Technical,High,20,4,1
6839,4833,Business,2024-11-27,2024-11-27,Billing,High,12,1,1
6840,4838,Enterprise,2025-01-16,2025-01-17,Technical,Medium,26,4,0
6841,4838,Enterprise,2025-01-03,2025-01-03,Feature Request,High,21,2,0
6842,4838,Enterprise,2024-12-28,2024-12-29,Billing,Medium,42,4,0
6843,4838,Enterprise,2025-01-19,2025-01-20,Integration,Low,33,4,0
6844,4838,Enterprise,2024-12-31,2024-12-31,Technical,Critical,1,2,0
6845,4838,Enterprise,2025-01-14,2025-01-14,Technical,Critical,5,2,0
6846,4845,Enterprise,2025-01-17,2025-01-17,Onboarding,Medium,21,4,0
6847,4845,Enterprise,2025-01-03,2025-01-06,Feature Request,Low,74,4,0
6848,4845,Enterprise,2025-01-16,2025-01-18,Performance,Low,58,3,0
6849,4845,Enterprise,2025-01-06,2025-01-09,Billing,Low,80,4,0
6850,4845,Enterprise,2025-01-11,2025-01-12,Integration,Medium,28,4,0
6851,4848,Pro,2024-10-09,2024-10-09,Onboarding,Critical,5,3,1
6852,4848,Pro,2024-10-03,2024-10-04,Account,Medium,31,2,1
6853,4848,Pro,2024-10-20,2024-10-20,Onboarding,High,9,3,1
6854,4851,Pro,2025-01-16,2025-01-16,Integration,Medium,16,3,0
6855,4864,Business,2024-11-05,2024-11-05,Account,Medium,18,3,1
6856,4864,Business,2024-11-22,2024-11-26,Integration,Low,119,3,1
6857,4864,Business,2024-11-21,2024-11-24,Account,Low,79,4,1
6858,4864,Business,2024-11-09,2024-11-10,Integration,Medium,25,2,1
6859,4865,Starter,2024-08-23,2024-08-23,Account,Medium,10,3,1
6860,4865,Starter,2024-08-24,2024-08-27,Onboarding,Low,85,3,1
6861,4865,Starter,2024-09-08,2024-09-10,Performance,Low,55,1,1
6862,4868,Pro,2024-06-21,2024-06-22,Performance,Medium,43,5,0
6863,4868,Business,2024-12-10,2024-12-10,Performance,Medium,20,2,0
6864,4870,Business,2024-04-16,2024-04-16,Onboarding,High,7,5,0
6865,4870,Business,2024-04-23,2024-04-23,Onboarding,High,8,2,0
6866,4870,Business,2024-04-12,2024-04-14,Billing,Low,71,4,0
6867,4870,Business,2024-04-13,2024-04-14,Technical,Medium,41,5,0
6868,4871,Pro,2024-12-21,2024-12-21,Technical,High,13,3,0
6869,4872,Enterprise,2024-04-23,2024-04-24,Account,Medium,38,4,0
6870,4872,Enterprise,2024-04-23,2024-04-23,Feature Request,High,3,1,0
6871,4872,Enterprise,2024-04-22,2024-04-23,Account,Medium,34,5,0
6872,4872,Enterprise,2024-04-06,2024-04-06,Onboarding,High,21,1,0
6873,4872,Business,2024-12-26,2024-12-27,Performance,Medium,37,2,1
6874,4881,Business,2024-04-21,2024-04-21,Account,Medium,13,2,0
6875,4881,Enterprise,2024-05-12,2024-05-14,Technical,Low,62,3,0
6876,4881,Enterprise,2024-05-12,2024-05-12,Account,Medium,16,5,0
6877,4881,Enterprise,2024-06-10,2024-06-11,Technical,Medium,47,4,0
6878,4881,Enterprise,2024-06-25,2024-06-25,Billing,High,10,3,0
6879,4881,Enterprise,2024-06-08,2024-06-08,Technical,Critical,7,4,0
6880,4881,Enterprise,2024-06-17,2024-06-17,Onboarding,Medium,11,4,0
6881,4881,Business,2024-12-23,2024-12-24,Account,Medium,37,3,0
6882,4881,Business,2024-12-18,2024-12-22,Performance,Low,116,4,0
6883,4885,Enterprise,2024-11-25,2024-11-25,Billing,High,20,2,0
6884,4885,Business,2024-12-18,2024-12-19,Account,Low,28,5,0
6885,4885,Business,2024-12-24,2024-12-26,Technical,Low,62,5,0
6886,4886,Pro,2024-12-08,2024-12-08,Performance,High,21,2,0
6887,4886,Pro,2024-12-17,2024-12-18,Feature Request,Medium,25,4,0
6888,4892,Enterprise,2024-12-29,2024-12-29,Onboarding,High,3,4,0
6889,4892,Enterprise,2024-12-11,2024-12-12,Billing,Medium,37,2,0
6890,4892,Enterprise,2024-12-05,2024-12-06,Integration,Medium,25,1,0
6891,4892,Enterprise,2024-12-03,2024-12-04,Feature Request,Medium,24,5,0
6892,4892,Enterprise,2024-12-25,2024-12-27,Account,Low,57,5,0
6893,4892,Enterprise,2024-12-11,2024-12-11,Performance,Critical,1,4,0
6894,4898,Business,2024-12-20,2024-12-21,Technical,Low,30,3,0
6895,4898,Business,2024-12-16,2024-12-17,Billing,Medium,24,5,0
6896,4898,Business,2024-12-20,2024-12-21,Feature Request,Medium,37,1,0
6897,4898,Business,2024-12-12,2024-12-13,Performance,Low,45,4,0
6898,4899,Enterprise,2025-01-01,2025-01-01,Technical,High,2,5,0
6899,4899,Enterprise,2024-12-04,2024-12-05,Billing,Low,45,5,0
6900,4899,Enterprise,2024-12-30,2025-01-03,Account,Low,111,3,0
6901,4899,Enterprise,2024-12-17,2024-12-18,Integration,Medium,45,2,0
6902,4899,Enterprise,2024-12-24,2024-12-24,Performance,Medium,18,5,0
6903,4902,Starter,2024-12-13,2024-12-14,Feature Request,Low,36,1,0
6904,4904,Starter,2024-03-12,2024-03-14,Billing,Medium,48,4,0
6905,4904,Starter,2024-04-23,2024-04-24,Billing,Low,38,5,0
6906,4904,Starter,2024-11-22,2024-11-22,Technical,High,6,2,0
6907,4904,Starter,2024-12-19,2024-12-19,Feature Request,Medium,10,4,0
6908,4909,Business,2024-12-30,2025-01-03,Onboarding,Low,119,2,0
6909,4909,Business,2024-12-18,2024-12-18,Technical,High,6,5,0
6910,4910,Starter,2024-11-29,2024-11-30,Billing,Medium,30,1,1
6911,4919,Enterprise,2024-05-15,2024-05-16,Technical,Low,42,4,0
6912,4919,Enterprise,2024-05-10,2024-05-11,Performance,Medium,28,5,0
6913,4919,Enterprise,2024-06-14,2024-06-16,Performance,Low,70,5,0
6914,4919,Enterprise,2024-06-05,2024-06-09,Billing,Low,109,5,0
6915,4919,Enterprise,2024-06-11,2024-06-13,Billing,Low,55,5,0
6916,4919,Enterprise,2024-07-02,2024-07-02,Billing,Medium,13,4,0
6917,4919,Enterprise,2024-06-06,2024-06-06,Technical,Critical,5,5,0
6918,4919,Enterprise,2024-06-24,2024-06-24,Feature Request,Medium,13,3,0
6919,4919,Business,2024-12-07,2024-12-09,Account,Low,66,5,0
6920,4919,Business,2024-12-27,2024-12-28,Integration,Medium,32,2,0
6921,4920,Starter,2024-08-31,2024-08-31,Integration,High,12,1,1
6922,4920,Starter,2024-09-28,2024-09-28,Performance,Medium,15,3,1
6923,4926,Pro,2024-07-08,2024-07-08,Feature Request,Medium,8,4,0
6924,4926,Pro,2024-08-17,2024-08-20,Performance,Low,92,5,0
6925,4926,Pro,2024-08-29,2024-08-29,Technical,High,11,5,0
6926,4926,Pro,2024-08-27,2024-08-29,Feature Request,Medium,48,3,0
6927,4926,Business,2024-12-08,2024-12-09,Performance,Medium,38,5,0
6928,4926,Business,2024-12-14,2024-12-14,Technical,Critical,4,2,0
6929,4926,Business,2024-12-21,2024-12-22,Onboarding,Medium,34,3,0
6930,4926,Business,2024-12-13,2024-12-13,Feature Request,Medium,10,4,0
6931,4926,Business,2024-12-22,2024-12-24,Feature Request,Low,51,5,0
6932,4927,Business,2024-12-29,2025-01-02,Billing,Low,117,2,0
6933,4927,Business,2024-12-05,2024-12-05,Billing,Critical,7,5,0
6934,4932,Business,2024-12-26,2024-12-26,Technical,Critical,3,4,0
6935,4932,Business,2024-12-24,2024-12-27,Performance,Low,82,5,0
6936,4932,Business,2024-12-27,2024-12-27,Billing,Medium,18,5,0
6937,4932,Business,2024-12-28,2024-12-29,Onboarding,Medium,47,1,0
6938,4933,Pro,2024-12-14,2024-12-16,Integration,Low,54,5,0
6939,4939,Business,2025-01-03,2025-01-04,Billing,Medium,27,3,0
6940,4941,Pro,2024-12-17,2024-12-17,Technical,High,17,3,1
6941,4941,Pro,2024-12-19,2024-12-19,Technical,Medium,18,3,1
6942,4961,Business,2024-12-11,2024-12-12,Onboarding,Low,46,5,0
6943,4961,Business,2025-01-02,2025-01-02,Billing,Critical,6,4,0
6944,4965,Enterprise,2024-12-10,2024-12-10,Billing,High,8,4,0
6945,4965,Enterprise,2024-12-27,2024-12-28,Performance,Medium,38,2,0
6946,4965,Enterprise,2025-01-04,2025-01-05,Integration,Medium,41,3,0
6947,4973,Starter,2024-12-23,2024-12-23,Feature Request,High,10,4,0
6948,4977,Pro,2024-12-05,2024-12-05,Onboarding,High,9,3,1
6949,4977,Pro,2024-11-25,2024-11-29,Feature Request,Low,112,1,1
6950,4977,Pro,2024-11-18,2024-11-19,Onboarding,Medium,46,4,1
6951,4977,Pro,2024-11-16,2024-11-18,Onboarding,Medium,48,3,1
6952,4977,Pro,2024-11-18,2024-11-19,Performance,Medium,39,3,1
6953,4978,Pro,2024-04-13,2024-04-13,Integration,Medium,20,4,1
6954,4978,Pro,2024-05-05,2024-05-05,Onboarding,Critical,5,3,1
6955,4985,Pro,2024-05-27,2024-05-31,Technical,Low,96,5,0
6956,4985,Starter,2024-08-14,2024-08-14,Billing,Medium,12,4,1
6957,4985,Starter,2024-08-14,2024-08-14,Technical,High,13,3,1
6958,4985,Starter,2024-09-15,2024-09-15,Account,High,8,2,1
6959,4987,Enterprise,2024-12-26,2024-12-28,Integration,Low,67,3,0
6960,4987,Enterprise,2024-12-21,2024-12-21,Account,High,16,5,0
6961,4987,Enterprise,2024-12-25,2024-12-25,Technical,Medium,15,4,0
6962,4987,Enterprise,2024-12-24,2024-12-28,Performance,Low,119,3,0
6963,4987,Enterprise,2024-12-22,2024-12-23,Technical,Medium,29,3,0
6964,4995,Pro,2024-09-10,2024-09-11,Feature Request,Medium,32,3,0
6965,4995,Pro,2024-09-12,2024-09-13,Account,Medium,24,4,0
6966,4995,Pro,2024-09-27,2024-09-29,Account,Low,58,5,0
6967,4995,Pro,2024-09-16,2024-09-17,Technical,Medium,45,2,0
6968,4999,Enterprise,2024-12-11,2024-12-11,Feature Request,High,23,3,0
6969,4999,Enterprise,2024-12-21,2024-12-22,Feature Request,Low,42,4,0
6970,5000,Pro,2024-12-20,2024-12-22,Onboarding,Low,48,3,1
6971,5002,Starter,2024-08-25,2024-08-25,Billing,High,11,3,0
6972,5002,Starter,2024-08-30,2024-08-30,Account,Medium,10,3,0
6973,5002,Starter,2024-08-16,2024-08-16,Feature Request,High,13,3,0
6974,5002,Starter,2024-08-16,2024-08-17,Onboarding,Low,40,4,0
6975,5006,Business,2024-12-25,2024-12-25,Feature Request,High,17,5,0
6976,5009,Business,2024-12-17,2024-12-21,Technical,Low,98,5,0
6977,5019,Enterprise,2024-12-27,2024-12-27,Feature Request,High,12,3,0
6978,5019,Enterprise,2024-12-23,2024-12-27,Integration,Low,118,2,0
6979,5020,Pro,2024-04-22,2024-04-26,Feature Request,Low,119,1,1
6980,5020,Pro,2024-04-12,2024-04-13,Technical,Medium,45,2,1
6981,5020,Pro,2024-05-03,2024-05-06,Onboarding,Low,73,1,1
6982,5020,Pro,2024-05-04,2024-05-05,Account,Low,41,3,1
6983,5022,Enterprise,2025-01-08,2025-01-12,Billing,Low,111,4,0
6984,5022,Enterprise,2024-12-29,2024-12-30,Technical,Medium,47,4,0
6985,5022,Enterprise,2024-12-18,2024-12-19,Billing,Medium,36,3,0
6986,5029,Business,2024-09-28,2024-09-28,Account,Critical,5,4,0
6987,5029,Enterprise,2024-12-30,2024-12-30,Technical,Medium,21,5,0
6988,5029,Enterprise,2025-01-06,2025-01-08,Technical,Low,53,2,0
6989,5029,Enterprise,2024-12-21,2024-12-22,Performance,Medium,29,5,0
6990,5029,Enterprise,2025-01-05,2025-01-06,Performance,Medium,36,4,0
6991,5029,Enterprise,2024-12-27,2024-12-27,Integration,High,19,4,0
6992,5032,Pro,2024-11-28,2024-12-01,Onboarding,Low,85,1,1
6993,5034,Starter,2024-10-06,2024-10-07,Technical,Medium,39,5,0
6994,5034,Pro,2024-12-16,2024-12-20,Feature Request,Low,103,4,0
6995,5034,Pro,2024-12-17,2024-12-21,Integration,Low,118,4,0
6996,5035,Pro,2024-04-04,2024-04-04,Performance,Medium,21,2,1
6997,5035,Pro,2024-04-06,2024-04-07,Account,Medium,45,3,1
6998,5035,Pro,2024-03-13,2024-03-15,Technical,Low,68,1,1
6999,5035,Pro,2024-04-04,2024-04-06,Integration,Low,68,2,1
7000,5035,Pro,2024-03-27,2024-03-27,Account,Medium,8,3,1
7001,5035,Pro,2024-05-09,2024-05-10,Integration,Medium,39,3,1
7002,5035,Pro,2024-04-12,2024-04-12,Feature Request,Medium,16,5,1
7003,5037,Enterprise,2024-12-19,2024-12-21,Feature Request,Low,68,3,0
7004,5037,Enterprise,2024-12-16,2024-12-18,Account,Low,62,5,0
7005,5037,Enterprise,2024-12-23,2024-12-24,Onboarding,Medium,34,4,0
7006,5037,Enterprise,2024-12-24,2024-12-24,Feature Request,High,16,5,0
7007,5037,Enterprise,2024-12-15,2024-12-18,Performance,Low,92,5,0
7008,5037,Enterprise,2024-12-25,2024-12-25,Feature Request,High,18,3,0
7009,5059,Enterprise,2024-09-18,2024-09-18,Feature Request,High,4,4,0
7010,5059,Enterprise,2024-09-30,2024-09-30,Technical,Critical,6,3,0
7011,5059,Enterprise,2024-09-16,2024-09-20,Technical,Low,108,4,0
7012,5059,Business,2024-12-15,2024-12-17,Feature Request,Low,52,3,0
7013,5059,Business,2024-12-22,2024-12-23,Feature Request,Medium,31,2,0
7014,5059,Business,2024-12-14,2024-12-14,Technical,Medium,23,2,0
7015,5059,Business,2025-01-05,2025-01-08,Integration,Low,88,5,0
7016,5067,Pro,2024-11-26,2024-11-26,Account,Medium,23,2,1
7017,5067,Pro,2024-11-26,2024-11-28,Billing,Low,65,2,1
7018,5067,Pro,2024-12-11,2024-12-12,Technical,Medium,43,1,1
7019,5069,Starter,2024-05-10,2024-05-13,Account,Low,91,1,1
7020,5069,Starter,2024-05-08,2024-05-08,Onboarding,High,6,5,1
7021,5069,Starter,2024-05-09,2024-05-11,Billing,Low,65,1,1
7022,5070,Pro,2025-01-11,2025-01-14,Feature Request,Low,81,4,0
7023,5073,Starter,2024-12-16,2024-12-16,Billing,Medium,20,5,0
7024,5073,Starter,2024-12-19,2024-12-23,Onboarding,Low,114,4,0
7025,5074,Business,2024-08-02,2024-08-03,Billing,Medium,34,1,0
7026,5074,Business,2024-07-22,2024-07-25,Technical,Low,79,5,0
7027,5074,Business,2024-07-24,2024-07-26,Performance,Low,64,2,0
7028,5074,Business,2024-07-22,2024-07-22,Integration,High,5,5,0
7029,5074,Pro,2024-12-23,2024-12-27,Account,Low,97,5,0
7030,5075,Pro,2024-08-08,2024-08-08,Onboarding,High,7,4,1
7031,5075,Pro,2024-07-29,2024-07-30,Billing,Medium,30,1,1
7032,5075,Pro,2024-09-04,2024-09-04,Performance,High,4,2,1
7033,5075,Pro,2024-08-28,2024-08-28,Onboarding,High,9,2,1
7034,5075,Pro,2024-08-20,2024-08-22,Billing,Medium,48,1,1
7035,5075,Pro,2024-09-06,2024-09-06,Onboarding,Critical,7,4,1
7036,5075,Pro,2024-08-20,2024-08-20,Billing,Critical,1,2,1
7037,5080,Pro,2025-01-01,2025-01-02,Onboarding,High,24,4,0
7038,5086,Pro,2024-04-06,2024-04-06,Account,High,2,2,0
7039,5086,Pro,2024-04-04,2024-04-05,Technical,Low,30,4,0
7040,5086,Business,2024-05-06,2024-05-10,Account,Low,116,5,0
7041,5086,Business,2024-04-24,2024-04-29,Billing,Low,120,4,0
7042,5086,Business,2024-05-11,2024-05-13,Billing,Low,59,4,0
7043,5086,Pro,2024-06-08,2024-06-08,Account,Medium,14,2,1
7044,5086,Pro,2024-06-03,2024-06-03,Billing,High,23,3,1
7045,5086,Pro,2024-06-09,2024-06-10,Integration,Medium,43,2,1
7046,5086,Pro,2024-05-28,2024-06-01,Account,Low,102,3,1
7047,5086,Pro,2024-06-08,2024-06-09,Billing,Medium,42,1,1
7048,5086,Pro,2024-06-24,2024-06-26,Integration,Low,54,4,1
7049,5086,Pro,2024-07-13,2024-07-14,Technical,Low,28,1,1
7050,5087,Pro,2024-05-25,2024-05-27,Account,Low,71,3,0
7051,5087,Pro,2024-07-12,2024-07-16,Billing,Low,119,4,0
7052,5087,Starter,2024-07-05,2024-07-05,Technical,High,7,5,0
7053,5087,Pro,2024-09-10,2024-09-10,Billing,High,12,4,0
7054,5087,Pro,2024-08-22,2024-08-23,Integration,Medium,46,5,0
7055,5087,Business,2024-12-27,2024-12-27,Onboarding,Medium,15,4,0
7056,5087,Business,2025-01-03,2025-01-07,Performance,Low,107,5,0
7057,5087,Business,2024-12-24,2024-12-25,Integration,Medium,42,3,0
7058,5089,Starter,2025-01-09,2025-01-09,Onboarding,Medium,13,2,1
7059,5089,Starter,2025-01-02,2025-01-02,Technical,Medium,19,3,1
7060,5091,Pro,2024-07-06,2024-07-06,Billing,High,12,3,1
7061,5091,Pro,2024-07-01,2024-07-02,Performance,Medium,44,2,1
7062,5092,Starter,2024-12-21,2024-12-22,Billing,Low,32,3,0
7063,5092,Starter,2024-12-26,2024-12-26,Account,Medium,21,5,0
7064,5093,Enterprise,2025-01-01,2025-01-03,Integration,Low,71,3,0
7065,5093,Enterprise,2025-01-14,2025-01-15,Integration,Medium,44,5,0
7066,5093,Enterprise,2025-01-13,2025-01-16,Billing,Low,85,4,0
7067,5101,Pro,2024-09-06,2024-09-10,Account,Low,105,5,0
7068,5101,Pro,2024-08-23,2024-08-23,Onboarding,High,5,4,0
7069,5101,Business,2025-01-09,2025-01-09,Account,Medium,12,5,0
7070,5101,Business,2025-01-09,2025-01-10,Technical,Medium,37,4,0
7071,5103,Enterprise,2024-12-26,2024-12-27,Performance,Medium,37,4,0
7072,5103,Enterprise,2025-01-01,2025-01-02,Onboarding,Medium,33,3,0
7073,5103,Enterprise,2025-01-03,2025-01-03,Billing,High,8,3,0
7074,5103,Enterprise,2025-01-13,2025-01-13,Integration,High,13,3,0
7075,5109,Starter,2024-11-05,2024-11-06,Onboarding,Medium,26,5,0
7076,5109,Starter,2024-10-30,2024-10-30,Onboarding,High,10,5,0
7077,5109,Starter,2024-10-23,2024-10-25,Performance,Low,49,5,0
7078,5109,Starter,2024-11-21,2024-11-21,Feature Request,Medium,15,4,1
7079,5109,Pro,2024-12-21,2024-12-21,Technical,High,17,1,1
7080,5109,Pro,2024-12-26,2024-12-26,Account,High,3,1,1
7081,5109,Pro,2025-01-10,2025-01-10,Feature Request,High,12,2,1
7082,5112,Business,2024-05-08,2024-05-08,Performance,High,22,5,1
7083,5112,Business,2024-04-28,2024-04-30,Onboarding,Low,52,1,1
7084,5112,Business,2024-05-09,2024-05-10,Billing,Medium,32,2,1
7085,5112,Business,2024-04-20,2024-04-20,Performance,Medium,14,3,1
7086,5114,Enterprise,2024-10-15,2024-10-15,Billing,High,22,2,1
7087,5114,Enterprise,2024-10-05,2024-10-07,Account,Low,71,2,1
7088,5114,Enterprise,2024-09-21,2024-09-21,Account,Critical,7,1,1
7089,5114,Enterprise,2024-09-25,2024-09-25,Feature Request,Medium,13,1,1
7090,5114,Enterprise,2024-10-12,2024-10-13,Onboarding,Low,37,4,1
7091,5114,Enterprise,2024-10-10,2024-10-10,Onboarding,High,23,1,1
7092,5114,Enterprise,2024-09-23,2024-09-23,Account,High,11,2,1
7093,5114,Enterprise,2024-09-20,2024-09-24,Feature Request,Low,102,1,1
7094,5114,Enterprise,2024-10-14,2024-10-14,Billing,High,2,1,1
7095,5114,Enterprise,2024-09-21,2024-09-25,Onboarding,Low,100,1,1
7096,5114,Enterprise,2024-10-15,2024-10-16,Feature Request,Medium,24,3,1
7097,5118,Starter,2024-05-04,2024-05-05,Feature Request,Medium,36,3,0
7098,5118,Starter,2024-05-14,2024-05-15,Performance,Medium,47,5,0
7099,5118,Pro,2024-09-03,2024-09-04,Account,Medium,43,4,0
7100,5118,Starter,2024-12-28,2024-12-28,Account,Medium,23,4,1
7101,5118,Starter,2024-12-25,2024-12-25,Integration,High,5,1,1
7102,5124,Business,2024-07-09,2024-07-13,Billing,Low,97,3,0
7103,5124,Business,2024-07-03,2024-07-06,Account,Low,72,5,0
7104,5124,Business,2024-06-21,2024-06-25,Performance,Low,114,5,0
7105,5124,Enterprise,2024-12-20,2024-12-24,Feature Request,Low,113,3,0
7106,5124,Enterprise,2025-01-10,2025-01-12,Billing,Low,66,4,0
7107,5124,Enterprise,2024-12-19,2024-12-19,Account,High,18,5,0
7108,5124,Enterprise,2025-01-01,2025-01-01,Account,Critical,2,4,0
7109,5128,Business,2024-11-21,2024-11-23,Billing,Low,61,2,1
7110,5128,Business,2024-11-29,2024-12-02,Account,Low,90,1,1
7111,5128,Business,2024-11-24,2024-11-25,Billing,Low,34,2,1
7112,5128,Business,2024-12-15,2024-12-16,Technical,Medium,37,3,1
7113,5128,Business,2024-11-26,2024-11-28,Technical,Low,55,2,1
7114,5128,Business,2024-11-27,2024-11-27,Billing,Medium,22,2,1
7115,5129,Business,2024-05-17,2024-05-17,Billing,Critical,7,4,0
7116,5129,Enterprise,2024-12-21,2024-12-23,Technical,Low,65,5,0
7117,5129,Enterprise,2025-01-07,2025-01-07,Feature Request,Critical,5,4,0
7118,5132,Pro,2024-06-26,2024-06-27,Feature Request,Medium,24,2,1
7119,5133,Pro,2024-05-03,2024-05-03,Performance,Medium,14,2,0
7120,5133,Pro,2024-05-06,2024-05-09,Billing,Low,78,2,0
7121,5133,Starter,2024-07-31,2024-08-04,Integration,Low,117,3,0
7122,5133,Starter,2024-09-05,2024-09-08,Feature Request,Low,93,3,0
7123,5133,Starter,2024-09-11,2024-09-11,Account,High,12,4,0
7124,5133,Pro,2025-01-03,2025-01-07,Technical,Low,96,2,0
7125,5133,Pro,2024-12-21,2024-12-24,Account,Low,93,3,0
7126,5135,Enterprise,2025-01-11,2025-01-13,Billing,Low,59,3,0
7127,5135,Enterprise,2025-01-14,2025-01-14,Integration,High,23,3,0
7128,5135,Enterprise,2024-12-19,2024-12-20,Account,Low,29,3,0
7129,5135,Enterprise,2025-01-16,2025-01-16,Technical,High,21,3,0
